title,summary,n_enrolled,course_type,Level,subject,language,course_length,price,price_level
Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,Crea de una forma sencilla y fácil tus propios recursos de aprendizaje multimedia e interactivos para una enseñanza virtual exitosa.,14266,Self-paced on your time,Intermediate,Humanities,Español,4,49,Low
Introduction to Cloud Foundry and Cloud Native Software Architecture,A hands-on workshop to learn how to deploy and manage applications on Cloud Foundry. Grow from novice to knowledge-hound in your spare time!,24444,Self-paced on your time,Introductory,Computer Science,English,14,169,High
Gestión de compras eficientes para tu empresa,This course is part of a Professional Certificate,0,Self-paced on your time,Introductory,Engineering,Español,5,25,Low
Know HBV And HCV,"Viral hepatitis is among the greatest public health problem in the world with deaths that has surpassed HIV/AIDS by 2014. Most of the deaths are caused by liver cancer or liver cirrhosis among the estimated 350-400 million people living with undiagnosed or untreated chronic hepatitis B or C infection. Eliminating the public health problem of hepatitis is feasible by ending transmission, reducing chronic viral hepatitis complications with screening, care and treatment and by ending disease stigma and discrimination. Achieving this goal will require healthcare workers who are knowledgeable and proficient in hepatitis prevention and control.",0,Self-paced on your time,Introductory,Medicine,English,1,50,Low
The Supreme Court & American Politics,"Take a journey through the history of the United States Supreme Court, with primary emphasis on the Court’s interaction with America’s political life. From Washington to Trump, the Supreme Court has been both immersed in politics and kept apart from it.",6216,Self-paced on your time,Introductory,Law,English,8,29,Low
Sales Enablement & Analytics,"Learn how to use data, tools, and technology to drive productivity and set yourself apart as sales leader.",0,Self-paced on your time,Introductory,Business & Management,English,6,149,Medium
Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,Profundiza tu conocimiento sobre la Inversión Extranjera Directa (IED) y su potencial para impulsar el desarrollo económico de América Latinay el Caribe.,16423,Self-paced on your time,Intermediate,Business & Management,Español,10,25,Low
Liderazgo en la empresa familiar,"Aprende las dinámicas de las empresas familiares, con el fin de aplicar las habilidades, herramientas e instrumentos que implican liderar y orquestar la empresa familiar de forma exitosa.",10969,Self-paced on your time,Intermediate,Business & Management,Español,6,49,Low
Comparative Political Systems,"Explored through the lens of different political systems, this course provides the insights neededto understand Democracy today and the challenges faced by democratic governments.",6934,Self-paced on your time,Introductory,Social Sciences,English,6,59,Medium
Introducción al Derecho en la vida cotidiana,,0,Self-paced on your time,Introductory,Law,Español,5,49,Low
Cloud Computing for Enterprises,Understand cloud computing technologies and how they can increase business productivity and effectiveness.,27241,Instructor-led on a course schedule,Intermediate,Computer Science,English,8,299,High
Diversity and Social Justice in Social Work,"Increase your knowledge and critical thinking skills related to diversity, human rights and social justice and injustice.",11055,Self-paced on your time,Advanced,Social Sciences,English,8,199,High
Public Library Marketing and Public Relations,"Learn how to develop effective marketing and PR strategies to help share your library’s programs, services, and value with the broader community.",7525,Self-paced on your time,Introductory,Humanities,English,4,49,Low
"Healthcare Finance, Economics and Risk","Gain the knowledge of financial systems needed to be a leader or administrator in the healthcare industry and how they impact strategic planning, quality assurance and risk management initiatives.",8006,Self-paced on your time,Intermediate,Economics & Finance,English,5,199,High
Reacciones Químicas y Cálculos Estequiométricos,Aprenderás los conceptos básicos de las reacciones químicas y profundizarás en su estudio cuantitativo (estequiometría).,8907,Self-paced on your time,Introductory,Chemistry,Español,6,49,Low
Seeking Women’s Rights: Colonial Period to the Civil War,This course is part of a XSeries Program,5157,Self-paced on your time,Intermediate,History,English,10,50,Low
VideoX: Creating Video for the edX Platform,Learn the best and most efficient ways to create video content for the edX platform.,12159,Self-paced on your time,Introductory,Education & Teacher Training,English,2,99,Medium
Comisión de la Verdad Colombia,"Este MOOC presenta la misión de la Comision de la Verdad en Colombia y sus innovaciones para integrar las diferentes verdades y profundizar sobre las características y el rol de las comisiones de verdad para los procesos de paz en el mundo, y, fundamentalmente, en Colombia. Además, se presentan los procesos y programas impulsados por la Comisión para el Esclarecimiento de la Verdad, la Convivencia y la No Repetición que tienen como propósito fundamental promover la verdad de lo sucedido en el conflicto armado colombiano.",0,Self-paced on your time,Introductory,History,Español,5,29,Low
MathTrackX: Probability,Understand probability and how it manifests in the world around us.,0,Self-paced on your time,Introductory,Math,English,4,79,Medium
Health Informatics for better and safer healthcare,,0,Self-paced on your time,Introductory,Health & Safety,English,4,49,Low
Sign Language Science: Factors Contributing to Natural Change,"This course describes how we use historical data to demonstrate language change. While earliest indications suggest that the origin of a signed language began as a gestural form, it has evolved as it was handed down.",0,Self-paced on your time,Introductory,Language,English,4,99,Medium
Accounting System Structure and Information Management,Get introduced to accounting concepts and learn how accountants measure income and record transactions.,0,Self-paced on your time,Introductory,Economics & Finance,English,4,50,Low
Sustainable Development: The Post-Capitalist Order,"Sustainable development represents a shift from our current system of inequitable capitalism to one that prioritizes prosperity for all, while remaining conscious of its environmental impact and sustainability for future generations. Learn why sustainable development has been adopted by countries and multilateral organizations around the world, and how this approach is transforming the way we live, work, and govern our planet.",7031,Self-paced on your time,Introductory,Economics & Finance,English,8,49,Low
"Health Law, Policy, and Advocacy","Explore important issues in health law. Discover how health policies are developed, adopted and implemented, as well as the factors that influence this process.",6358,Self-paced on your time,Intermediate,Law,English,5,199,High
